Method,Description,similarity_score,EvlScore
removeElementAt,删除特定索引处的项目。,0.7306421,1.0
compareTo,将这个月份的日期与另一个月份的日期进行比较。,0.79137397,1.0
icSigLinkClass,ICC Profile Class Signature：'link'。,0.80398285,1.0
endsWith,测试此路径是否以给定路径结束。,0.8491893,1.0
getParams,返回与此键关联的参数。,0.64744014,1.0
deinstall,从JTextComponent的界面中删除UI时调用。,0.8787087,1.0
isReadOnly,"检索此 
               RowSet对象是否为只读。",0.8978474,1.0
mark,"通过后续调用 
               reset标记要返回的流中的位置。",0.32539856,1.0
runAfterEitherAsync,返回一个新的CompletionStage，当该阶段或其他给定阶段正常完成时，使用此阶段的默认异步执行工具执行给定的操作。,0.814024,1.0
array,"返回支持此缓冲区的char数组 
               （可选操作） 。",0.5609453,1.0
endResizingFrame,此方法表示调整大小会话结束。,0.8090634,1.0
setShort,"将此 
               RowSet对象命令中的指定参数设置为给定的Java 
               short值。",0.82804716,1.0
undoableEditHappened,发生了可撤消的编辑,0.8342977,1.0
apply,将此函数应用于给定的参数。,0.38422868,1.0
showDocument,已过时。,0.79871583,1.0
hide,隐藏弹出窗口,0.43500856,1.0
getOwnerType,"返回表示此类型所属类型的 
               Type对象。",0.82718956,1.0
spliterator,返回此流元素的spliterator。,0.76399577,1.0
hasArray,判断此缓冲区是否由可访问的长数组支持。,0.8006293,1.0
subSet,"返回此set的部分视图，其元素范围从 
               fromElement （包括 
               toElement ）到 
               toElement （独占）。",0.8101176,1.0
getP,"返回素数， 
               p 。",0.7155422,1.0
lostOwnership,通知此对象它不再是剪贴板所有者。,0.7280979,1.0
getDefaultAttributeValue,确定此打印服务在给定类别中的默认打印属性值。,0.83816195,0.8
paint,根据给定的属性绘制CSS框。,0.28555456,1.0
getDocumentURI,"文档的位置或 
               null如果未定义）或 
               Document是使用 
               DOMImplementation.createDocument创建的。",0.84177125,1.0
removeUpdate,提供已删除文档的一部分的通知。,0.5858817,1.0
getLineNumber,"此定位器指向的行号，如果没有可用的列号， 
               -1 。",0.8156829,1.0
append,"将指定的字符序列追加到此 
               Appendable 。",0.73030746,1.0
getProperty,获取name参数指定的属性的相应实例。,0.8675684,1.0
getAccessibleKeyBinding,返回此对象的键绑定。,0.82896113,0.8
getResultSet,"检索包含此 
               Array对象指定的SQL 
               ARRAY值的元素的结果集。",0.78856003,1.0
setFeature,设置功能标志的值。,0.83197856,1.0
contains,"如果此双端队列包含指定的元素，则返回 
               true 。",0.5328198,1.0
setObject,使用给定对象设置指定参数的值。,0.7829503,1.0
addChangeListener,"添加 
               侦听器作为模型中更改的侦听器。",0.80534893,1.0
removeRowSetListener,"从此 
               RowSet对象上发生事件时将通知的组件列表中删除指定的侦听器。",0.819184,1.0
icSigPs2CRD3Tag,ICC配置文件标记签名：'psd3'。,0.8079908,0.8
getAccessibleIconHeight,获取图标的高度。,0.761074,0.8
getInsertPositionOffset,获取文本编辑组件中包含的已提交文本中插入位置的偏移量。,0.8534498,0.8
bestRowPseudo,表示最佳行标识符是伪列。,0.8365424,1.0
getAnnotationMirrors,"返回 
               直接出现在此构造上的注释。",0.72616255,1.0
setObject,使用给定对象设置指定参数的值。,0.7829503,1.0
checkPermission,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.6990856,1.0
isSupported,检查指定的单元是否受支持。,0.29411924,1.0
getObjectInstance,使用指定的位置或引用信息创建对象。,0.77333677,1.0
read,从该通道读取一个字节序列到给定的缓冲区。,0.41784087,1.0
keySet,返回此映射中包含的键的Set视图。,0.74333525,1.0
get,如果需要等待计算完成，然后检索其结果。,0.69508463,1.0
equals,检查此月 - 日是否等于另一个月 - 日。,0.78504896,1.0
getClassName,"获取此堆栈帧表示的方法的声明类的 
               binary name 。",0.81420106,1.0
addItemListener,添加侦听器以在用户更改项目状态时接收项目事件。,0.844254,1.0
getBaseTypeName,"检索此 
               Array对象指定的数组中元素的SQL类型名称。",0.8515316,1.0
getSelectedItem,返回所选项目,0.71409833,1.0
setCatalogName,"将指定列的表的目录名（如果有）设置为给定的 
               String 。",0.7456384,1.0
contains,"如果此collection包含指定的元素，则返回 
               true 。",0.5899775,1.0
getScalar,获取编码为未压缩字节数组的标量值。,0.8392265,1.0
getPath,将路径字符串或从路径字符串连接时的字符串序列转换为Path。,0.83246696,1.0
asReadOnlyBuffer,创建一个共享此缓冲区内容的新的只读char缓冲区。,0.90644526,1.0
getProtectionParameter,获取用于保护密钥库数据的参数。,0.86437523,0.8
mouseDragged,在组件上按下鼠标按钮然后拖动时调用。,0.78796315,1.0
readString,"读取流中的下一个属性并将其作为 
               String以Java编程语言返回。",0.83185625,1.0
createPooledConnectionBuilder,"创建一个新的 
               PooledConnectionBuilder实例",0.8943441,0.8
getClientAliases,在给定公钥类型和对等方识别的证书颁发机构列表（如果有）的情况下，获取用于对安全套接字的客户端进行身份验证的匹配别名。,0.88337344,1.0
writeEndDocument,关闭所有开始标记并写入相应的结束标记。,0.79893446,1.0
connect,尝试与给定的URL建立数据库连接。,0.720502,1.0
hyperlinkUpdate,更新超文本链接时调用。,0.75701964,1.0
iterator,返回此集合中元素的迭代器。,0.8362027,1.0
getChild,"返回的孩子 
               parent索引 
               index父项的子阵列英寸",0.81117654,1.0
getLayoutAlignmentY,返回沿y轴的对齐方式。,0.7109318,1.0
createComment,"给定指定字符串，创建一个 
               Comment节点。",0.8505464,1.0
tryLock,只有在调用时它是空闲的才能获取锁。,0.7612821,1.0
printMessage,在注释元素的注释镜像内的注释值的位置处打印指定类型的消息。,0.7396381,1.0
writeTimestamp,将下一个属性作为java.sql.Timestamp对象写入流中。,0.88033485,1.0
visitLong,"在注释中访问 
               long值。",0.8149985,1.0
startDocument,接收文档开头的通知。,0.7839035,1.0
insertTextAtIndex,在指定的索引处插入指定的字符串。,0.91235846,1.0
endDTD,报告DTD声明的结束。,0.69814676,1.0
size,返回此属性集中的属性数。,0.52514213,1.0
getForeground,获取一组属性并将其转换为前景色规范。,0.7818661,1.0
postVisitDirectory,在目录中的条目及其所有后代访问后，为目录调用。,0.7063765,1.0
name,返回属性视图的名称。,0.4551566,1.0
forEachRemaining,在当前线程中按顺序对每个剩余元素执行给定操作，直到所有元素都已处理或操作引发异常。,0.88557005,1.0
getValue,获取扩展的DER编码值。,0.8477342,1.0
uis,包含真实UI的向量。,0.8188852,1.0
getDayOfMonth,获取日期字段。,0.79882705,1.0
setSessionCacheSize,"设置用于存储在此 
               SSLSessionContext下分组的 
               SSLSession对象的高速缓存大小。",0.7167771,1.0
resolve,当处理器遇到xsl：include，xsl：import或document（）函数时由处理器调用。,0.50090814,1.0
getLength,返回列表中的属性数。,0.7220264,1.0
addAll,将指定集中的所有元素添加到此属性。,0.7404533,1.0
resolveResource,允许应用程序解析外部资源。,0.90954643,1.0
handlePreferences,当要求应用程序显示其首选项UI时调用。,0.8714332,1.0
menuKeyTyped,键入键时调用。,0.85195863,1.0
and,返回一个组合谓词，表示此谓词和另一个谓词的短路逻辑AND。,0.24658664,1.0
getServicesBeanInfo,"获取 
               BeanInfo数组，该数组用于此ServiceProvider中静态可用的每个服务类或接口。",0.8562248,1.0
equals,检查此日期时间是否等于另一个日期时间。,0.7857231,1.0
getFieldSize,以位为单位返回字段大小。,0.79072595,1.0
minusMinutes,"返回此 
               ZonedDateTime的副本，并减去指定的分钟数。",0.8376966,1.0
removeLastOccurrence,从此双端队列中删除最后一次出现的指定元素。,0.71838975,1.0
getElementIndex,获取最接近给定偏移量的子元素索引。,0.8496715,1.0
name,返回修饰符的名称。,0.47329974,1.0
createClassFile,创建一个新的类文件，并返回一个允许写入它的对象。,0.85737866,1.0
isCached,"如果此 
               ImageInputStream缓存数据本身以允许向后 
               true则返回 
               true 。",0.69515675,1.0
superShardingKey,"指定创建连接时使用的 
               superShardingKey",0.88533676,1.0
getAccessibleRowExtentAt,"返回 
               Accessible在表中指定行和列处占用的行数。",0.801987,0.8
applyAsDouble,将此运算符应用于给定的操作数。,0.78165746,1.0
removeTreeModelListener,"删除以前使用 
               addTreeModelListener添加的侦听 
               addTreeModelListener 。",0.8188412,0.8
getParentLogger,返回此驱动程序使用的所有记录器的父记录器。,0.7873792,1.0
getKeyListener,返回将添加到组合框的键侦听器或null。,0.89116496,1.0
getAvailableInstruments,获得合成器附带的乐器列表。,0.8610587,0.8
withZoneSameLocal,使用不同的时区返回此日期时间的副本，如果可能，保留本地日期时间。,0.8939946,1.0
toArray,返回包含此set中所有元素的数组。,0.7101318,1.0
next,返回迭代中的下一个元素。,0.42283,1.0
passStarted,报告当前的读取操作即将开始逐步传递。,0.72686416,1.0
addConnectionEventListener,"注册给定的事件侦听器，以便在此 
               PooledConnection对象上发生事件时通知它。",0.81876135,0.8
write,从缓冲区写入用户定义属性的值。,0.7497995,1.0
setColumnSelectionAllowed,设置是否可以选择此模型中的列。,0.7457144,0.8
close,关闭流。,0.4422302,1.0
getArray,"以Java编程语言中的数组形式检索此 
               Array对象指定的SQL 
               ARRAY值的内容。",0.860688,1.0
icSigDeviceSettingsTag,ICC Profile Tag Signature：'devs'。,0.8082464,0.8
from,"从时态对象获得 
               ChronoZonedDateTime的实例。",0.6557279,1.0
setAsciiStream,将指定参数设置为给定输入流。,0.8445578,1.0
descendingIterator,以降序返回此集合中元素的迭代器。,0.83805805,1.0
plus,返回此日期时间的副本，并添加指定的数量。,0.816887,1.0
capacity,返回此缓冲区的容量。,0.34705752,1.0
printJobFailed,被叫通知客户端作业未能成功完成，必须重新提交。,0.8219632,1.0
getDate,"以 
               java.sql.Date对象的形式检索指定的JDBC 
               DATE参数的值。",0.83390844,1.0
accept,将访问者应用于此值。,0.15050012,1.0
getTypeParameters,以声明顺序返回此类型元素的形式类型参数。,0.8172375,1.0
setType,"将此 
               RowSet对象的类型设置为给定类型。",0.8310404,1.0
get,返回此属性集在给定属性类别中包含的属性值。,0.6867196,1.0
readBoolean,"读取流中的下一个属性并将其作为 
               boolean以Java编程语言返回。",0.88068664,1.0
icSigViewingConditionsTag,ICC配置文件标记签名：'查看'。,0.8755741,0.8
getStream,"对于 
               InputStream ，返回 
               DataFlavor 。",0.8648155,1.0
setObject,使用给定对象设置指定参数的值。,0.7829503,1.0
readFully,"读取 
               len从根据当前字节顺序的流短裤（带符号的16位整数），并将其存储到 
               s开始于索引 
               off 。",0.76162356,1.0
getInputEncoding,一种属性，指定在解析时用于此实体的编码，当它是外部解析实体时。,0.75586766,1.0
containsNS,"测试对namespaceURI / name是否属于此 
               NameList 。",0.787841,1.0
getBoundKeyStrokes,获取此映射中绑定到某个操作的所有击键。,0.7990992,1.0
setAccessibleIconDescription,设置图标的描述。,0.8284148,0.8
